processId,threadId,parentProcessId,userId,mountNamespace,argsNum,returnValue,sus_label
8788,288,6663,1371,4,3,0,0
28472,23,4293,1310,1,1,1,0
79832,4460,333,60,35,19,1,1
89715,3575,93,81,22,15,-1,1
98100,4599,421,0,34,8,1,1
8999,384,7343,1274,8,3,0,0
8400,993,6318,1889,1,4,0,0
37668,352,4712,1122,5,4,0,0
5000,141,1393,1561,9,0,0,0
84486,3042,164,22,41,15,1,1
12695,988,5438,1916,9,2,0,0
45602,125,1903,1375,6,4,0,0
92580,1115,128,4,49,7,0,1
59507,3439,229,5,48,9,1,1
51947,4609,301,0,30,5,0,1
3200,116,3940,1570,6,3,0,0
39138,74,855,1676,8,1,0,0
38947,2,5627,1453,6,1,0,0
53756,1677,330,52,11,9,0,1
17843,534,5447,1869,7,3,0,0
91562,3297,223,4,42,9,1,1
38011,458,4777,1559,7,1,0,0
10996,649,5252,1066,3,3,0,0
3659,9,7524,1220,5,2,0,0
64287,1027,239,72,47,7,0,1
18308,143,6580,1011,2,3,0,0
15043,588,5753,1885,5,2,0,0
26860,663,9397,1707,2,0,0,0
31447,245,5641,1461,4,2,0,0
6109,574,1118,1803,9,0,0,0
40778,986,5595,1303,8,3,0,0
44879,88,5878,1106,7,3,0,0
20440,384,1794,1577,2,3,1,0
8455,802,4680,1600,3,2,0,0
52870,2326,408,70,12,13,-1,1
75755,1802,11,89,45,17,0,1
24524,794,3206,1996,8,2,0,0
12093,974,6540,1572,8,2,0,0
15382,111,5120,1256,1,0,0,0
67206,2473,496,17,33,7,-1,1
37495,726,3884,1233,8,1,0,0
27523,519,3661,1092,8,2,0,0
51341,1168,278,57,33,7,1,1
29758,308,8945,1587,2,3,0,0
89487,1860,466,40,10,16,1,1
8736,145,4469,1332,9,4,0,0
72450,2586,213,14,24,5,1,1
43533,615,1672,1470,3,0,0,0
11449,841,3644,1019,8,1,0,0
14859,392,3557,1897,5,3,0,0
38685,717,735,1529,6,0,0,0
3719,206,729,1922,8,1,1,0
66832,2698,264,48,35,19,-1,1
31080,854,6163,1046,5,3,0,0
59502,4473,482,93,38,15,-1,1
24116,500,6007,1835,2,2,0,0
44021,611,8820,1734,6,3,0,0
9333,73,8705,1510,2,3,0,0
78401,3539,196,1,15,10,0,1
6256,254,7295,1487,8,0,0,0
6110,988,9172,1298,9,3,0,0
13182,366,5189,1910,9,2,0,0
6495,56,5586,1626,4,4,0,0
30077,610,2876,1427,5,0,0,0
26592,912,5932,1420,8,2,0,0
59542,4134,58,75,33,5,-1,1
26643,884,7732,1738,1,0,0,0
92863,1035,465,2,19,18,-1,1
43642,974,4399,1713,4,1,0,0
72447,1386,415,90,15,18,0,1
7949,721,7981,1109,2,3,1,0
5232,963,6878,1332,8,1,0,0
34561,563,1045,1694,2,0,0,0
41600,875,9822,1432,1,4,0,0
4321,206,4799,1199,6,2,0,0
9438,900,7245,1324,5,3,0,0
13289,523,3350,1866,7,1,0,0
82827,1401,189,34,40,15,1,1
75158,4668,100,21,33,7,-1,1
13149,808,1266,1242,3,2,1,0
39518,672,4201,1740,8,4,0,0
64481,3588,114,83,22,17,1,1
4137,106,8304,1299,7,2,0,0
65770,4281,422,28,25,19,-1,1
40261,447,723,1094,2,1,0,0
13254,170,6351,1879,4,2,0,0
29699,872,654,1145,3,2,0,0
23116,192,9936,1491,5,0,0,0
79372,4621,365,40,35,8,1,1
57297,2261,183,70,38,19,-1,1
58429,1080,56,65,32,18,-1,1
7090,895,4567,1527,5,1,0,0
37212,647,6719,1292,9,3,0,0
85515,1077,255,94,49,17,0,1
7716,237,6949,1045,4,4,0,0
17905,152,2463,1460,1,2,0,0
90615,3173,14,83,30,7,0,1
7190,457,5461,1987,2,1,0,0
27189,375,7339,1340,1,2,0,0
46838,5,5653,1178,4,4,0,0
58629,2634,25,55,25,11,1,1
39467,806,3761,1327,9,1,1,0
4972,825,3758,1393,8,0,0,0
45238,990,8298,1992,6,0,0,0
20778,201,1866,1605,5,2,0,0
54137,4099,140,95,14,6,1,1
7099,699,5050,1305,6,1,0,0
64525,2408,270,79,10,14,-1,1
76859,3575,171,80,13,6,0,1
57494,2709,124,59,48,17,1,1
11706,449,9579,1147,9,4,0,0
18568,937,5729,1268,8,0,0,0
14575,289,7554,1868,8,4,1,0
55247,4237,153,79,27,16,0,1
41108,328,4732,1251,6,3,0,0
33970,762,1769,1831,1,2,0,0
1338,377,3439,1879,1,4,0,0
8079,781,2976,1921,4,4,0,0
55589,2690,245,30,37,8,1,1
15215,601,856,1553,6,4,0,0
20330,649,8734,1207,1,3,0,0
6463,285,9907,1096,5,0,0,0
12871,111,8130,1207,4,0,0,0
81189,1811,230,48,14,16,-1,1
97457,2095,162,16,31,8,-1,1
20921,481,792,1708,1,0,0,0
33201,596,1604,1992,2,0,0,0
15289,487,555,1274,6,0,0,0
45298,296,1148,1356,4,3,0,0
57590,3192,271,92,22,13,1,1
17959,459,1443,1272,9,3,1,0
35911,658,4468,1686,4,4,0,0
27736,909,7711,1186,4,4,0,0
61766,3844,405,88,23,13,0,1
17977,123,5144,1077,1,3,0,0
18833,249,6283,1088,2,2,0,0
15939,225,8264,1334,4,2,0,0
14234,327,3622,1177,2,1,0,0
21144,139,6404,1718,5,0,0,0
37976,221,1034,1094,5,0,0,0
48638,234,9272,1513,9,3,0,0
29071,595,7922,1430,3,1,0,0
9984,557,878,1742,1,0,0,0
47087,772,2006,1417,3,4,0,0
31977,659,3584,1618,2,3,0,0
48517,925,8899,1969,5,1,0,0
98978,3105,163,72,41,5,-1,1
79870,2769,282,41,15,9,0,1
36909,740,4725,1984,7,3,0,0
53668,4720,360,35,10,17,-1,1
25259,350,5492,1530,3,4,0,0
58992,1868,479,98,21,14,1,1
5088,589,3874,1033,8,2,0,0
24472,119,2884,1014,7,0,0,0
60916,2677,78,44,34,5,1,1
17087,981,3346,1532,1,1,0,0
16398,48,8990,1815,7,1,0,0
34539,678,5259,1087,1,0,0,0
27512,720,8380,1743,4,3,0,0
37576,755,2274,1281,5,1,0,0
46445,278,4330,1840,4,3,0,0
12093,381,1879,1391,8,3,0,0
72102,1052,474,30,35,13,-1,1
29763,699,2277,1936,2,3,0,0
94974,4071,388,64,21,17,0,1
17282,754,8544,1688,7,2,1,0
30956,808,9093,1306,4,0,0,0
39559,104,1361,1910,6,0,0,0
1778,410,771,1695,4,3,0,0
74324,4642,342,51,46,14,-1,1
1504,421,7950,1993,6,2,0,0
42360,737,3094,1971,6,2,0,0
43828,761,820,1399,7,2,0,0
2239,450,3670,1079,5,1,0,0
99534,1282,491,49,47,16,-1,1
19073,422,1334,1021,3,4,0,0
90712,4004,130,50,27,11,-1,1
68026,1363,237,36,22,6,0,1
52684,3285,345,53,42,9,1,1
18675,499,6896,1207,2,3,0,0
79545,2400,359,52,19,6,0,1
7640,494,3750,1234,4,1,0,0
13175,215,9445,1866,9,4,0,0
23415,797,7358,1435,6,2,0,0
73840,3409,27,0,41,13,0,1
57017,1481,440,95,13,14,-1,1
68114,1529,331,16,44,16,1,1
85175,3698,260,94,47,19,-1,1
5188,848,5204,1456,5,4,0,0
32419,218,4928,1352,8,4,1,0
10692,672,4012,1072,4,2,0,0
52221,2398,32,47,28,12,1,1
33347,718,4049,1195,8,2,0,0
34496,723,5808,1836,2,2,0,0
32890,511,9364,1058,5,0,0,0
49984,479,8605,1491,1,0,0,0
85744,1964,346,75,28,5,0,1
33174,410,3729,1124,7,4,0,0
23361,911,2273,1985,1,0,0,0
61945,2619,255,88,42,9,1,1
23740,883,5162,1087,3,1,0,0
73486,2285,281,31,14,16,-1,1
96557,3003,247,43,20,13,1,1
42898,614,4457,1675,9,2,1,0
16876,312,6565,1755,7,4,0,0
24510,603,5098,1412,1,1,0,0
12303,597,6707,1193,4,3,0,0
37142,299,605,1082,9,4,0,0
2081,412,1501,1648,5,0,0,0
40575,794,4370,1346,4,4,0,0
22008,457,1925,1027,9,1,0,0
66559,4385,435,88,24,7,-1,1
47352,100,9658,1512,9,4,0,0
72622,1311,467,26,25,8,-1,1
25244,822,3650,1281,9,3,0,0
15098,544,8415,1503,3,2,0,0
28935,480,2940,1358,9,2,0,0
36585,237,1720,1854,7,4,0,0
52962,2242,23,12,14,7,1,1
6347,284,3486,1252,1,4,0,0
30629,742,4087,1708,9,1,0,0
3048,553,1532,1040,5,3,0,0
54111,3993,101,88,10,17,0,1
30430,549,9379,1035,5,4,0,0
96059,3721,392,23,41,9,1,1
82835,4915,54,94,24,9,1,1
34827,35,4090,1734,2,0,0,0
39709,65,6055,1705,8,2,0,0
27958,869,4850,1170,2,2,0,0
11759,460,5113,1949,8,3,0,0
48182,537,6558,1025,4,2,0,0
10268,787,7082,1210,4,3,1,0
9308,564,6253,1321,6,3,0,0
20846,118,2762,1069,3,0,1,0
25570,754,2087,1571,5,0,0,0
21980,288,3648,1722,5,3,0,0
28516,27,5755,1269,8,1,0,0
31027,685,1385,1190,7,4,0,0
60641,1728,263,7,19,9,-1,1
63285,2552,471,28,16,16,-1,1
20758,734,5443,1492,1,2,0,0
3811,140,1973,1305,1,0,0,0
98408,1776,22,6,47,11,0,1
26000,382,6882,1054,2,1,0,0
26188,755,3901,1724,5,1,0,0
34282,54,9807,1792,4,4,0,0
4754,984,5042,1941,8,4,1,0
31303,300,6911,1045,5,0,1,0
83588,4213,68,68,44,6,0,1
79301,2447,412,26,45,16,-1,1
41940,265,6494,1549,7,1,0,0
42949,376,4810,1582,3,3,1,0
50036,3070,491,33,18,5,0,1
43368,296,8210,1719,5,4,0,0
79157,2271,368,90,20,19,0,1
64060,1939,214,27,48,7,1,1
23668,110,995,1378,5,1,0,0
40864,797,8342,1565,2,4,0,0
13275,693,1567,1007,3,2,0,0
27015,401,5516,1621,4,3,0,0
80144,4062,258,89,31,16,-1,1
62202,1911,243,65,49,9,1,1
11916,882,9725,1792,1,1,0,0
69351,3574,460,86,10,13,0,1
83859,1822,322,40,17,7,1,1
10557,128,8715,1710,4,2,0,0
50284,2417,46,7,34,9,0,1
66415,1779,187,77,48,13,0,1
28044,889,4023,1918,4,3,0,0
38766,933,9002,1571,9,2,0,0
55461,1127,286,83,49,14,-1,1
32575,330,9639,1790,6,4,0,0
68936,4245,239,51,34,16,-1,1
89654,2439,384,11,42,18,0,1
28490,608,4923,1221,1,4,0,0
7012,631,1358,1531,1,0,0,0
3027,395,1966,1272,9,1,0,0
67454,3006,385,28,41,13,0,1
30538,12,8980,1913,5,4,0,0
62583,4667,12,2,15,11,-1,1
53527,2475,228,86,26,9,0,1
64684,3871,268,96,46,6,1,1
29021,533,2655,1624,6,1,0,0
98803,1741,452,42,20,16,0,1
8813,529,2064,1761,4,1,0,0
31907,504,2564,1526,3,2,0,0
10596,717,8668,1392,1,3,0,0
83712,1460,463,80,14,14,0,1
66942,4474,63,20,13,16,0,1
16152,129,1536,1157,2,4,0,0
22427,103,5692,1011,1,4,0,0
57139,2775,85,0,43,9,1,1
16422,308,9612,1792,1,2,1,0
41583,363,9972,1525,5,4,1,0
69776,2038,470,21,22,17,0,1
53993,2375,372,47,32,8,1,1
43941,278,1783,1867,8,1,0,0
43207,141,4249,1882,7,3,0,0
36772,73,3892,1501,8,0,0,0
47514,132,2631,1647,5,2,1,0
28082,765,1226,1498,3,1,0,0
22627,264,9620,1636,8,2,0,0
32982,387,9756,1901,9,1,0,0
33196,783,8589,1323,5,4,0,0
12694,914,1489,1254,8,3,0,0
47542,261,3290,1196,5,2,0,0
14975,50,5066,1131,4,4,1,0
10914,646,1964,1210,7,1,0,0
13330,272,1825,1025,3,0,0,0
99937,4256,171,30,16,16,1,1
26658,806,2145,1745,8,3,0,0
21587,507,8900,1165,2,0,0,0
15566,5,1072,1874,8,1,0,0
6772,973,7771,1754,6,2,0,0
20715,337,6714,1236,6,4,0,0
8896,190,2064,1077,6,2,0,0
79633,4039,22,78,42,15,0,1
23360,733,645,1515,6,1,0,0
42773,363,8390,1467,3,0,1,0
36773,49,3278,1162,7,0,0,0
6126,349,2216,1845,9,2,0,0
36840,100,4814,1248,4,2,0,0
34226,757,4657,1111,1,1,0,0
16374,528,8871,1899,2,4,0,0
24328,323,9856,1432,4,1,0,0
77141,3596,277,58,15,18,0,1
14598,857,7066,1068,5,1,0,0
34243,494,6960,1916,9,1,0,0
36247,154,7965,1769,2,4,0,0
38505,866,8710,1667,7,4,0,0
45857,252,7255,1256,2,2,0,0
45619,171,7690,1611,3,4,0,0
54814,3959,64,28,44,5,-1,1
47760,840,3436,1568,5,2,0,0
54147,2753,285,90,22,6,1,1
34768,532,6975,1928,8,2,1,0
33293,536,9557,1199,5,3,0,0
43289,752,6930,1866,7,0,0,0
59903,4720,319,69,28,10,-1,1
44790,256,2733,1352,7,3,0,0
8392,99,6589,1781,3,1,0,0
86320,4722,65,0,29,15,-1,1
45482,465,8956,1588,1,1,0,0
1412,533,9999,1831,4,4,0,0
22778,607,5622,1198,9,2,0,0
90910,4389,233,33,36,10,-1,1
21652,104,8542,1386,3,1,0,0
41294,899,7854,1906,2,4,0,0
63133,3207,299,16,30,12,1,1
49895,406,6051,1380,5,3,0,0
35068,93,8295,1652,2,1,0,0
64893,4254,130,44,30,18,0,1
21932,499,6519,1225,3,4,0,0
77204,1764,23,81,48,10,-1,1
97369,2428,54,99,28,7,0,1
22699,807,7536,1624,7,1,0,0
30299,751,9530,1396,4,4,0,0
7469,84,1315,1464,7,2,0,0
47247,421,4812,1964,3,4,0,0
53567,1202,135,69,39,12,-1,1
1663,341,1801,1072,1,0,1,0
27984,64,8190,1592,4,3,0,0
73810,2763,287,18,19,16,1,1
48837,851,2540,1506,2,1,0,0
42976,958,3865,1973,5,0,1,0
19787,118,9380,1739,2,0,0,0
91253,1695,494,91,48,8,-1,1
25089,722,3273,1148,6,1,0,0
79250,2121,300,99,35,19,0,1
39952,486,4392,1769,6,2,0,0
17456,972,7762,1645,9,0,0,0
13688,165,9535,1355,5,1,0,0
22689,65,5157,1121,6,4,0,0
11457,1,7237,1857,3,0,0,0
1193,444,7007,1932,3,1,1,0
24197,187,8137,1347,6,3,0,0
30189,438,2655,1447,3,2,0,0
95841,3748,316,21,12,19,1,1
35699,14,2014,1596,5,3,0,0
93661,1501,118,77,49,19,-1,1
26351,917,2077,1971,7,1,0,0
12531,597,5673,1906,7,3,1,0
32987,7,3310,1145,5,3,0,0
24938,604,941,1860,6,4,0,0
4716,237,6034,1855,1,4,0,0
5780,657,2887,1646,4,4,0,0
53658,4607,262,97,16,19,0,1
71936,2306,33,32,15,8,1,1
65646,2360,293,35,19,7,-1,1
35707,992,9395,1901,1,1,1,0
22621,509,9440,1640,6,0,0,0
83101,3679,96,52,24,19,-1,1
40081,982,4498,1143,6,0,1,0
21559,528,6756,1285,8,3,0,0
22520,923,3272,1930,8,0,0,0
56486,3724,265,20,24,7,1,1
49777,416,4831,1454,8,3,0,0
5255,849,2372,1840,6,1,0,0
21953,17,8032,1958,6,3,0,0
47214,494,1579,1068,8,2,0,0
75963,3506,377,22,26,13,0,1
72830,1125,249,84,13,15,-1,1
9392,31,5315,1432,3,2,0,0
5632,629,7204,1267,1,4,0,0
49998,982,2598,1026,9,2,0,0
43604,601,4177,1156,4,0,1,0
12593,69,4576,1761,6,1,0,0
41572,927,9353,1044,7,1,0,0
57694,1508,30,15,24,9,-1,1
17335,659,7466,1085,8,1,0,0
47037,837,7337,1347,7,0,0,0
46951,313,609,1782,8,2,0,0
7796,864,3490,1388,4,4,0,0
98119,3415,399,95,47,19,1,1
30781,932,4771,1253,7,3,0,0
1105,583,3645,1244,7,1,0,0
3482,883,4181,1674,5,4,0,0
97611,4452,448,70,46,17,-1,1
94759,3489,421,30,15,8,-1,1
51883,1354,376,22,27,5,-1,1
72360,1737,82,20,10,9,0,1
43870,239,3772,1459,6,2,0,0
48851,745,7406,1837,1,1,0,0
47479,488,7873,1848,2,4,0,0
64155,2561,110,60,44,8,1,1
72474,4134,89,98,24,19,-1,1
43324,758,8029,1270,6,2,0,0
28376,140,4380,1483,6,2,0,0
48926,216,3898,1415,7,4,0,0
81850,2920,139,72,45,5,-1,1
29541,694,2252,1955,2,0,0,0
12005,833,1019,1954,4,1,0,0
7254,870,8821,1701,5,0,0,0
10031,388,744,1939,8,2,0,0
88210,2716,217,59,11,6,1,1
38065,929,2535,1698,9,0,0,0
14281,758,8686,1941,8,3,0,0
20250,595,4552,1233,2,2,0,0
83043,2502,60,86,39,11,-1,1
64334,2932,455,52,37,13,-1,1
81986,2824,428,90,31,13,1,1
56886,4175,112,4,24,17,0,1
55723,4991,484,10,29,5,1,1
33779,239,9715,1329,2,2,0,0
4648,6,3092,1981,7,4,0,0
21421,187,3578,1794,3,4,0,0
44225,861,6230,1598,3,1,0,0
15721,405,1389,1012,2,3,0,0
83984,3513,403,84,18,15,1,1
71310,3164,349,50,37,8,-1,1
17478,753,3881,1449,2,1,1,0
72121,1704,384,64,10,16,0,1
27588,382,1469,1235,8,0,0,0
55720,4032,112,64,17,10,-1,1
41194,981,5572,1914,9,0,0,0
46496,160,5116,1027,2,1,0,0
12130,3,1840,1662,7,4,1,0
27572,646,2393,1335,4,3,0,0
86934,1361,495,40,28,19,-1,1
14612,734,5174,1353,6,3,0,0
10524,369,8946,1475,2,1,0,0
14994,253,4481,1009,6,0,0,0
6410,588,756,1332,5,2,0,0
13015,983,5093,1191,1,0,0,0
4983,10,8853,1915,1,1,0,0
33254,505,2141,1068,9,1,0,0
46960,425,3539,1861,4,1,0,0
19711,549,3462,1847,3,3,0,0
21609,869,9645,1879,6,2,0,0
46268,294,3186,1797,4,2,0,0
9179,221,3487,1272,6,1,0,0
22792,25,4878,1645,4,0,0,0
59260,3241,427,32,24,17,-1,1
53894,4425,114,60,47,17,-1,1
51581,2590,64,67,31,17,0,1
79985,2642,425,4,46,16,0,1
11395,958,7020,1086,7,3,0,0
15868,881,4121,1031,5,0,0,0
20738,204,4541,1951,1,4,0,0
83379,4107,256,37,14,8,1,1
90286,4575,272,10,21,18,0,1
39714,271,7467,1645,2,2,0,0
61036,2932,147,67,48,15,-1,1
9245,746,7039,1422,8,3,0,0
19381,537,1255,1672,5,4,0,0
18434,685,6514,1086,3,0,0,0
53616,3303,419,85,24,19,-1,1
3591,656,8990,1301,4,1,1,0
16223,239,8797,1209,6,3,0,0
30192,630,3946,1126,2,1,0,0
19077,726,7849,1665,2,1,0,0
22636,952,7117,1722,3,0,0,0
38945,74,6021,1448,1,4,0,0
10323,295,6582,1415,4,3,0,0
72948,2787,334,35,33,15,1,1
47907,920,9780,1089,1,4,0,0
1769,912,1364,1364,2,1,0,0
76055,2404,22,3,44,19,-1,1
41441,438,7716,1661,3,0,0,0
2734,977,8915,1675,2,3,0,0
77278,4609,187,73,29,17,0,1
46236,141,7704,1229,4,4,0,0
53569,1613,333,35,33,15,-1,1
49280,242,9214,1869,4,4,0,0
25611,805,4282,1661,4,3,0,0
82145,4236,1,59,27,12,0,1
9004,642,5798,1174,3,0,0,0
35594,827,3610,1370,2,3,0,0
69152,2220,124,9,41,17,-1,1
95440,4957,496,7,12,9,0,1
54821,1712,179,87,35,7,0,1
2529,700,8112,1931,5,2,0,0
14245,591,566,1615,6,1,0,0
28169,446,9411,1627,3,1,0,0
8009,481,9972,1020,7,2,0,0
70704,3478,104,85,20,10,1,1
61233,1676,95,3,29,7,1,1
5895,191,7759,1226,9,0,0,0
91821,1518,46,97,19,12,-1,1
41158,390,678,1383,3,3,0,0
5531,696,5098,1343,1,3,1,0
33262,159,6669,1466,2,4,0,0
28961,682,7641,1650,8,0,0,0
32880,851,5211,1805,8,1,0,0
35016,542,8619,1480,6,4,0,0
28424,830,2037,1397,6,3,0,0
38465,435,996,1302,2,3,0,0
31015,479,5509,1073,2,1,0,0
88663,3982,62,10,13,17,-1,1
1876,321,6987,1546,4,3,0,0
29482,343,9730,1983,4,3,0,0
16149,262,3847,1765,2,3,0,0
39019,891,7361,1211,6,4,0,0
19309,920,5398,1079,1,2,0,0
21644,798,6184,1209,8,3,1,0
2125,76,7402,1307,4,4,0,0
16078,915,4485,1618,2,4,0,0
94124,3158,415,65,42,5,-1,1
9329,26,8993,1384,6,2,0,0
40711,844,2180,1291,6,2,0,0
46420,83,8215,1134,7,0,0,0
41329,11,1711,1798,6,2,0,0
64415,2290,285,38,46,16,0,1
50502,3286,87,14,14,8,-1,1
44689,369,9364,1742,7,1,0,0
35782,732,9878,1619,9,4,1,0
38567,794,1347,1081,3,2,0,0
38259,263,7937,1470,7,4,0,0
36307,586,9237,1789,2,0,0,0
36198,490,574,1821,4,4,0,0
88695,4630,441,9,24,8,0,1
32037,181,3583,1414,3,3,1,0
59509,4218,229,14,43,14,-1,1
78727,4200,463,9,27,9,-1,1
65037,2861,9,5,15,17,1,1
62142,2603,220,89,41,15,0,1
11677,277,3397,1001,5,3,0,0
33419,276,7289,1248,7,0,0,0
42674,998,9289,1812,7,4,0,0
26923,434,953,1691,5,1,0,0
28192,149,5313,1170,2,0,0,0
48054,836,8918,1439,5,4,0,0
31268,930,5935,1252,2,4,0,0
75935,2874,281,77,28,11,-1,1
73545,1522,436,18,18,15,1,1
10078,92,9053,1817,3,0,0,0
72973,4111,245,84,12,5,-1,1
74172,3992,10,10,34,16,-1,1
32471,331,3157,1041,5,0,0,0
30168,137,1231,1463,7,0,0,0
93050,2594,312,78,31,11,1,1
2899,127,9962,1782,3,1,0,0
3096,399,770,1233,1,3,0,0
21103,436,1442,1018,2,4,0,0
34307,218,8774,1916,7,4,0,0
26064,151,1925,1546,8,0,1,0
34755,22,4153,1872,9,0,0,0
86735,2287,72,43,29,13,0,1
25282,953,3402,1382,5,3,0,0
11344,491,3395,1658,4,1,0,0
37636,337,6861,1745,8,3,1,0
4384,928,6727,1393,8,0,0,0
45542,886,8965,1958,8,0,0,0
40811,560,7599,1165,3,0,0,0
9906,607,9686,1572,2,2,0,0
82956,4440,479,72,24,14,-1,1
11893,358,7757,1670,4,0,0,0
11230,489,1419,1824,2,4,0,0
44404,925,3417,1770,5,0,0,0
27200,973,4043,1519,8,1,1,0
43435,638,7457,1805,9,4,0,0
35171,565,1468,1206,5,1,0,0
9335,728,9302,1175,8,4,0,0
26619,235,828,1524,9,1,0,0
14261,425,2751,1318,9,0,0,0
36634,340,1519,1953,8,3,0,0
4756,917,5457,1021,8,3,0,0
88822,2900,374,60,27,11,1,1
22038,25,6958,1203,7,1,0,0
95258,2979,478,33,27,16,-1,1
41970,645,6166,1462,2,0,0,0
26683,576,4516,1584,7,2,0,0
26470,902,870,1155,6,2,0,0
12338,713,7537,1777,5,0,0,0
92452,1718,213,22,45,18,0,1
97025,2576,32,45,18,17,0,1
3472,106,3583,1417,3,0,0,0
10650,127,3906,1394,6,1,1,0
20877,371,2264,1783,7,2,0,0
49651,736,2103,1048,5,1,0,0
91104,3072,461,20,43,10,-1,1
18373,663,4890,1370,6,1,0,0
14409,686,5815,1768,5,0,0,0
59906,3073,208,19,19,5,0,1
32750,308,7814,1679,9,0,0,0
54494,1077,34,63,16,7,1,1
15153,895,6033,1434,5,0,0,0
7819,315,6116,1490,8,0,0,0
7893,566,3840,1048,3,3,0,0
3219,367,1045,1833,6,1,0,0
9259,302,6800,1847,5,1,0,0
61683,4188,198,71,19,14,-1,1
76970,1529,340,12,32,7,-1,1
25817,139,4826,1608,6,4,0,0
35832,289,622,1649,7,0,0,0
1126,262,5981,1811,6,1,0,0
41419,326,6469,1276,1,4,0,0
29529,636,8776,1734,5,3,0,0
38861,702,5298,1414,1,2,0,0
28306,418,9020,1570,3,0,0,0
4436,320,9541,1412,3,3,1,0
22677,792,2490,1141,5,1,0,0
24061,996,7461,1032,8,3,1,0
60247,1317,316,74,13,15,0,1
28202,496,7847,1103,1,3,0,0
44408,482,7122,1988,4,4,0,0
79044,1726,253,34,18,13,1,1
87861,2468,62,84,45,13,1,1
71545,1005,255,41,12,5,-1,1
78387,3553,327,41,33,5,0,1
26280,822,2986,1912,9,1,0,0
30492,194,1245,1879,8,2,0,0
27526,238,2069,1256,9,3,0,0
16317,721,9109,1755,1,1,0,0
95485,1717,94,65,24,8,0,1
49153,462,2297,1844,6,4,0,0
11181,791,1968,1264,4,3,1,0
97077,3950,96,23,34,18,1,1
23534,115,1574,1439,4,3,0,0
3808,713,1469,1275,4,2,0,0
5090,605,7878,1542,3,1,0,0
22949,946,3629,1489,3,1,0,0
38804,696,6280,1801,7,0,0,0
7738,324,6055,1172,4,1,0,0
54507,3699,285,0,15,9,-1,1
50368,3871,49,22,27,7,0,1
21420,672,850,1094,2,3,0,0
71694,2434,122,31,36,15,0,1
12122,830,3265,1126,5,2,0,0
33581,845,7950,1552,1,1,0,0
49364,70,5368,1296,2,1,0,0
96643,3397,471,18,22,19,-1,1
9073,856,5097,1220,6,1,0,0
24776,365,5902,1986,1,0,0,0
9502,796,8521,1886,6,2,0,0
64385,1789,412,67,36,17,1,1
29470,915,2045,1206,5,2,0,0
92634,3310,66,41,35,17,1,1
5931,664,1404,1717,1,2,0,0
99628,1554,165,99,26,14,1,1
98352,2074,339,35,23,12,1,1
40298,734,715,1991,5,3,0,0
6693,367,5225,1043,5,3,0,0
13040,340,2050,1181,8,2,0,0
36631,830,5924,1028,3,0,0,0
6984,751,8584,1936,7,0,0,0
30241,387,9936,1507,2,2,0,0
47443,253,9359,1303,1,4,0,0
49231,270,6904,1696,3,1,0,0
33307,162,6306,1416,6,3,0,0
64698,1053,434,91,18,11,1,1
68643,4492,70,79,25,14,-1,1
49816,871,7889,1259,4,2,0,0
17653,480,1595,1823,4,3,0,0
84939,1037,376,39,36,16,-1,1
3443,198,5263,1136,7,3,0,0
11161,450,5323,1794,3,1,0,0
20909,523,6999,1187,6,0,0,0
34062,664,6320,1502,9,4,0,0
37224,570,4048,1163,2,2,0,0
8239,277,4418,1349,5,1,0,0
23010,638,1392,1373,2,3,0,0
16251,746,5731,1092,7,1,1,0
1854,435,5976,1898,2,0,0,0
43405,163,6756,1800,8,0,0,0
5018,947,2830,1589,1,3,0,0
28723,945,2763,1567,1,2,1,0
1806,925,672,1665,1,1,0,0
10916,452,9705,1502,4,1,0,0
28285,715,7567,1753,9,2,0,0
99884,2079,384,50,40,14,0,1
15899,963,2664,1207,7,2,0,0
48202,65,6479,1169,3,3,0,0
57938,3929,336,14,19,19,-1,1
34297,893,7486,1592,3,0,0,0
90911,4041,243,69,47,15,0,1
29141,624,2324,1935,8,0,0,0
48945,624,1990,1886,2,0,0,0
26150,826,1507,1344,8,0,0,0
9120,620,9581,1629,2,0,1,0
30398,338,4663,1599,8,3,0,0
26338,314,5273,1521,7,1,0,0
53532,3126,357,69,31,17,-1,1
12383,71,9240,1532,3,0,0,0
60694,1014,74,74,23,8,-1,1
49555,30,3494,1658,9,1,0,0
5033,294,4067,1595,3,4,0,0
64897,3832,406,93,28,8,1,1
76710,1220,225,79,43,13,0,1
33007,428,1570,1856,1,1,0,0
10496,91,5909,1270,7,2,0,0
18014,31,3737,1335,9,0,0,0
40051,904,3864,1124,1,1,0,0
19520,691,8368,1731,5,4,0,0
4373,987,1667,1182,7,1,0,0
46745,271,5226,1261,6,0,0,0
49590,719,600,1073,5,2,0,0
74150,3130,353,0,17,9,1,1
20118,574,5103,1888,8,2,0,0
20087,504,5065,1964,5,2,0,0
57711,3222,207,95,24,15,1,1
82998,1998,271,61,38,10,0,1
54963,1572,108,58,28,10,1,1
25063,79,9064,1872,6,3,0,0
6656,525,7406,1013,9,4,0,0
16202,670,6615,1335,1,3,0,0
6435,544,3068,1237,8,4,0,0
6240,137,1056,1444,6,1,0,0
62295,4020,85,31,38,15,0,1
57408,4741,78,13,29,16,0,1
84754,3610,244,55,12,11,-1,1
95855,1451,363,16,49,10,0,1
24171,71,7452,1565,8,0,0,0
